index,name,uniprot,gene_name,outlier_frequency_in_diabetes,outlier_frequency_in_pre_diab
ONC2_P13688,ONC2_P13688,P13688,CEACAM1,0.0,0.0
ONC2_P14210,ONC2_P14210,P14210,HGF,0.0,0.0
ONC2_P15260,ONC2_P15260,P15260,IFNGR1,0.0,0.0
ONC2_P15328,ONC2_P15328,P15328,FOLR1,0.0,0.0
ONC2_P15514,ONC2_P15514,P15514,"AREG,AREGB",0.0,0.0
ONC2_P15692,ONC2_P15692,P15692,VEGFA,0.0,0.0
ONC2_P16870,ONC2_P16870,P16870,CPE,0.0,0.0
ONC2_P18084,ONC2_P18084,P18084,ITGB5,0.0,0.0
ONC2_P18827,ONC2_P18827,P18827,SDC1,0.0,0.0
ONC2_P20718,ONC2_P20718,P20718,GZMH,0.0,0.0
ONC2_P21583,ONC2_P21583,P21583,KITLG,0.0,0.0
ONC2_P21589,ONC2_P21589,P21589,NT5E,0.0,0.0
ONC2_P21741,ONC2_P21741,P21741,MDK,0.0,0.0
ONC2_P21860,ONC2_P21860,P21860,ERBB3,0.0,0.0
ONC2_P26447,ONC2_P26447,P26447,S100A4,0.0,0.0
ONC2_P26842,ONC2_P26842,P26842,CD27,0.0,0.0
ONC2_P29317,ONC2_P29317,P29317,EPHA2,0.0,0.0
ONC2_P31949,ONC2_P31949,P31949,S100A11,0.0,0.0
ONC2_P32970,ONC2_P32970,P32970,CD70,0.0,0.0
ONC2_P35052,ONC2_P35052,P35052,GPC1,0.0,0.0
ONC2_P35916,ONC2_P35916,P35916,FLT4,0.0,0.0
ONC2_P35968,ONC2_P35968,P35968,KDR,0.0,0.0
ONC2_P37173,ONC2_P37173,P37173,TGFBR2,0.0,0.0
ONC2_P38936,ONC2_P38936,P38936,CDKN1A,0.0,0.0
ONC2_P40222,ONC2_P40222,P40222,TXLNA,0.0,0.0
ONC2_P41439,ONC2_P41439,P41439,FOLR3,0.0,0.0
ONC2_P43489,ONC2_P43489,P43489,TNFRSF4,0.0,0.0
ONC2_P48023,ONC2_P48023,P48023,FASLG,0.0,0.0
ONC2_P48307,ONC2_P48307,P48307,TFPI2,0.0,0.0
ONC2_P50579,ONC2_P50579,P50579,METAP2,0.0,0.0
ONC2_P50591,ONC2_P50591,P50591,TNFSF10,0.0,0.0
ONC2_P56279,ONC2_P56279,P56279,TCL1A,0.0,0.0
ONC2_P78325,ONC2_P78325,P78325,ADAM8,0.0,0.0
ONC2_Q13158,ONC2_Q13158,Q13158,FADD,0.0,0.0
ONC2_Q13421,ONC2_Q13421,Q13421,MSLN,0.0,0.0
ONC2_Q14508,ONC2_Q14508,Q14508,WFDC2,0.0,0.0
ONC2_Q14512,ONC2_Q14512,Q14512,FGFBP1,0.0,0.0
ONC2_Q14956,ONC2_Q14956,Q14956,GPNMB,0.0,0.0
ONC2_Q15303,ONC2_Q15303,Q15303,ERBB4,0.0,0.0
ONC2_Q16674,ONC2_Q16674,Q16674,MIA,0.0,0.0
ONC2_Q16790,ONC2_Q16790,Q16790,CA9,0.0,0.0
"ONC2_Q29983,Q29980","ONC2_Q29983,Q29980","Q29983,Q29980","MICA,MICB",0.0,0.0
ONC2_Q6BAA4,ONC2_Q6BAA4,Q6BAA4,FCRLB,0.0,0.0
ONC2_Q6UXB2,ONC2_Q6UXB2,Q6UXB2,CXCL17,0.0,0.0
ONC2_Q8TE58,ONC2_Q8TE58,Q8TE58,ADAMTS15,0.0,0.0
ONC2_Q8WXI7,ONC2_Q8WXI7,Q8WXI7,MUC16,0.0,0.0
ONC2_Q96NY8,ONC2_Q96NY8,Q96NY8,PVRL4,0.0,0.0
ONC2_Q99717,ONC2_Q99717,Q99717,SMAD5,0.0,0.0
ONC2_Q9BXY4,ONC2_Q9BXY4,Q9BXY4,RSPO3,0.0,0.0
ONC2_Q9BYH1,ONC2_Q9BYH1,Q9BYH1,SEZ6L,0.0,0.0
ONC2_Q9HBG7,ONC2_Q9HBG7,Q9HBG7,LY9,0.0,0.0
ONC2_Q9NQ30,ONC2_Q9NQ30,Q9NQ30,ESM1,0.0,0.0
ONC2_Q9NS68,ONC2_Q9NS68,Q9NS68,TNFRSF19,0.0,0.0
ONC2_Q9P0G3,ONC2_Q9P0G3,Q9P0G3,KLK14,0.0,0.0
ONC2_Q9UBG3,ONC2_Q9UBG3,Q9UBG3,CRNN,0.0,0.0
ONC2_Q9UBX7,ONC2_Q9UBX7,Q9UBX7,KLK11,0.0,0.0
ONC2_Q9UJ71,ONC2_Q9UJ71,Q9UJ71,CD207,0.0,0.0
ONC2_Q9UKR3,ONC2_Q9UKR3,Q9UKR3,KLK13,0.0,0.0
ONC2_Q9Y5W5,ONC2_Q9Y5W5,Q9Y5W5,WIF1,0.0,0.0
ONC3_O00233,ONC3_O00233,O00233,PSMD9,0.0,0.0
ONC3_O14558,ONC3_O14558,O14558,HSPB6,0.0,0.0
ONC3_O43524,ONC3_O43524,O43524,FOXO3,0.0,0.0
ONC3_O43707,ONC3_O43707,O43707,ACTN4,0.0,0.0
ONC3_O60542,ONC3_O60542,O60542,PSPN,0.0,0.0
ONC3_O60575,ONC3_O60575,O60575,SPINK4,0.0,0.0
ONC3_O60763,ONC3_O60763,O60763,USO1,0.0,0.0
ONC3_O60907,ONC3_O60907,O60907,TBL1X,0.0,0.0
ONC3_O75695,ONC3_O75695,O75695,RP2,0.0,0.0
ONC3_O76038,ONC3_O76038,O76038,SCGN,0.0,0.0
ONC3_O95379,ONC3_O95379,O95379,TNFAIP8,0.0,0.0
ONC3_O95715,ONC3_O95715,O95715,CXCL14,0.0,0.0
ONC3_P01303,ONC3_P01303,P01303,NPY,0.0,0.0
ONC3_P01584,ONC3_P01584,P01584,IL1B,0.0,0.0
ONC3_P01591,ONC3_P01591,P01591,IGJ,0.0,0.0
ONC3_P02745,ONC3_P02745,P02745,C1QA,0.0,0.0
ONC3_P02771,ONC3_P02771,P02771,AFP,0.0,0.0
ONC3_P05187,ONC3_P05187,P05187,ALPP,0.0,0.0
ONC3_P06865,ONC3_P06865,P06865,HEXA,0.0,0.0
ONC3_P08397,ONC3_P08397,P08397,HMBS,0.0,0.0
ONC3_P09105,ONC3_P09105,P09105,HBQ1,0.0,0.0
ONC3_P09110,ONC3_P09110,P09110,ACAA1,0.0,0.0
ONC3_P0DN86,ONC3_P0DN86,P0DN86,CGB3,0.0,0.0
ONC3_P12872,ONC3_P12872,P12872,MLN,0.0,0.0
ONC3_P13521,ONC3_P13521,P13521,SCG2,0.0,0.0
ONC3_P13693,ONC3_P13693,P13693,TPT1,0.0,0.0
ONC3_P13747,ONC3_P13747,P13747,HLA-E,0.0,0.0
ONC3_P15121,ONC3_P15121,P15121,AKR1B1,0.0,0.0
ONC3_P17948,ONC3_P17948,P17948,FLT1,0.0,0.0
ONC3_P20273,ONC3_P20273,P20273,CD22,0.0,0.0
ONC3_P20340,ONC3_P20340,P20340,RAB6A,0.0,0.0
ONC3_P20849,ONC3_P20849,P20849,COL9A1,0.0,0.0
ONC3_P28827,ONC3_P28827,P28827,PTPRM,0.0,0.0
ONC3_P28838,ONC3_P28838,P28838,LAP3,0.0,0.0
ONC3_P30260,ONC3_P30260,P30260,CDC27,0.0,0.0
ONC3_P32004,ONC3_P32004,P32004,L1CAM,0.0,0.0
ONC3_P33241,ONC3_P33241,P33241,LSP1,0.0,0.0
ONC3_P35637,ONC3_P35637,P35637,FUS,0.0,0.0
ONC3_P36888,ONC3_P36888,P36888,FLT3,0.0,0.0
ONC3_P38484,ONC3_P38484,P38484,IFNGR2,0.0,0.0
ONC3_P42331,ONC3_P42331,P42331,ARHGAP25,0.0,0.0
ONC3_P42575,ONC3_P42575,P42575,CASP2,0.0,0.0
ONC3_P43490,ONC3_P43490,P43490,NAMPT,0.0,0.0
ONC3_P48643,ONC3_P48643,P48643,CCT5,0.0,0.0
ONC3_P49441,ONC3_P49441,P49441,INPP1,0.0,0.0
ONC3_P51580,ONC3_P51580,P51580,TPMT,0.0,0.0
ONC3_P55008,ONC3_P55008,P55008,AIF1,0.0,0.0
ONC3_P55039,ONC3_P55039,P55039,DRG2,0.0,0.0
ONC3_P55789,ONC3_P55789,P55789,GFER,0.0,0.0
ONC3_P62166,ONC3_P62166,P62166,NCS1,0.0,0.0
ONC3_Q08174,ONC3_Q08174,Q08174,PCDH1,0.0,0.0
ONC3_Q12904,ONC3_Q12904,Q12904,AIMP1,0.0,0.0
ONC3_Q13459,ONC3_Q13459,Q13459,MYO9B,0.0,0.0
ONC3_Q14241,ONC3_Q14241,Q14241,TCEB3,0.0,0.0
ONC3_Q14353,ONC3_Q14353,Q14353,GAMT,0.0,0.0
ONC3_Q14773,ONC3_Q14773,Q14773,ICAM4,0.0,0.0
ONC3_Q496F6,ONC3_Q496F6,Q496F6,CD300E,0.0,0.0
ONC3_Q53H82,ONC3_Q53H82,Q53H82,LACTB2,0.0,0.0
ONC3_Q5VIR6,ONC3_Q5VIR6,Q5VIR6,VPS53,0.0,0.0
ONC3_Q6PCB0,ONC3_Q6PCB0,Q6PCB0,VWA1,0.0,0.0
ONC3_Q7Z5L0,ONC3_Q7Z5L0,Q7Z5L0,VMO1,0.0,0.0
ONC3_Q7Z739,ONC3_Q7Z739,Q7Z739,YTHDF3,0.0,0.0
ONC3_Q86SF2,ONC3_Q86SF2,Q86SF2,GALNT7,0.0,0.0
ONC3_Q8IWL2,ONC3_Q8IWL2,Q8IWL2,SFTPA1,0.0,0.0
ONC3_Q8NEZ2,ONC3_Q8NEZ2,Q8NEZ2,VPS37A,0.0,0.0
ONC3_Q8WUW1,ONC3_Q8WUW1,Q8WUW1,BRK1,0.0,0.0
ONC3_Q92832,ONC3_Q92832,Q92832,NELL1,0.0,0.0
ONC3_Q93096,ONC3_Q93096,Q93096,PTP4A1,0.0,0.0
ONC3_Q96FQ6,ONC3_Q96FQ6,Q96FQ6,S100A16,0.0,0.0
ONC3_Q96I15,ONC3_Q96I15,Q96I15,SCLY,0.0,0.0
ONC3_Q96J42,ONC3_Q96J42,Q96J42,TXNDC15,0.0,0.0
ONC3_Q96PD4,ONC3_Q96PD4,Q96PD4,IL17F,0.0,0.0
ONC3_Q99536,ONC3_Q99536,Q99536,VAT1,0.0,0.0
ONC3_Q99795,ONC3_Q99795,Q99795,GPA33,0.0,0.0
ONC3_Q9BS26,ONC3_Q9BS26,Q9BS26,ERP44,0.0,0.0
ONC3_Q9BSL1,ONC3_Q9BSL1,Q9BSL1,UBAC1,0.0,0.0
ONC3_Q9BYE9,ONC3_Q9BYE9,Q9BYE9,CDHR2,0.0,0.0
ONC3_Q9H0P0,ONC3_Q9H0P0,Q9H0P0,NT5C3A,0.0,0.0
ONC3_Q9H3G5,ONC3_Q9H3G5,Q9H3G5,CPVL,0.0,0.0
ONC3_Q9H773,ONC3_Q9H773,Q9H773,DCTPP1,0.0,0.0
ONC3_Q9H8J5,ONC3_Q9H8J5,Q9H8J5,MANSC1,0.0,0.0
ONC3_Q9HD26,ONC3_Q9HD26,Q9HD26,GOPC,0.0,0.0
ONC3_Q9NTU7,ONC3_Q9NTU7,Q9NTU7,CBLN4,0.0,0.0
ONC3_Q9P1Z2,ONC3_Q9P1Z2,Q9P1Z2,CALCOCO1,0.0,0.0
ONC3_Q9UDT6,ONC3_Q9UDT6,Q9UDT6,CLIP2,0.0,0.0
ONC3_Q9UHD8,ONC3_Q9UHD8,Q9UHD8,2022-09-09 00:00:00,0.0,0.0
ONC3_Q9UJY5,ONC3_Q9UJY5,Q9UJY5,GGA1,0.0,0.0
ONC3_Q9UMF0,ONC3_Q9UMF0,Q9UMF0,ICAM5,0.0,0.0
ONC3_Q9Y2B0,ONC3_Q9Y2B0,Q9Y2B0,CNPY2,0.0,0.0
ONC3_Q9Y5K2,ONC3_Q9Y5K2,Q9Y5K2,KLK4,0.0,0.0
ONC3_Q9Y5K8,ONC3_Q9Y5K8,Q9Y5K8,ATP6V1D,0.0,0.0
ONC3_Q9Y644,ONC3_Q9Y644,Q9Y644,RFNG,0.0,0.0
